Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Colorectal,Both sexes,50 to 74,2014-18,3549.0,Northwestern,67.6,6,54.4,77.8
Colorectal,Both sexes,50 to 74,2014-18,3551.0,Ottawa,75.3,1.9,71.4,78.7
Colorectal,Both sexes,50 to 74,2014-18,3575.0,Southwestern,71.6,3.6,63.7,78
Colorectal,Both sexes,50 to 74,2014-18,3553.0,Peel,75.4,1.7,72,78.5
Colorectal,Both sexes,50 to 74,2014-18,3554.0,Perth,70.8,6.5,56,81.5
Colorectal,Both sexes,50 to 74,2014-18,3555.0,Peterborough,65.7,4.2,56.9,73.1
Colorectal,Both sexes,50 to 74,2014-18,3556.0,Porcupine,67.2,6.1,53.7,77.6
Colorectal,Both sexes,50 to 74,2014-18,3557.0,Renfrew County,69.4,4.9,58.5,77.9
Colorectal,Both sexes,50 to 74,2014-18,3558.0,Eastern Ontario,69.3,3.2,62.6,75.1
Colorectal,Both sexes,50 to 74,2014-18,3560.0,Simcoe Muskoka,72.9,2.3,68.2,77.1
Colorectal,Both sexes,50 to 74,2014-18,3561.0,Sudbury,71.4,3.7,63.5,77.9
Colorectal,Both sexes,50 to 74,2014-18,3562.0,Thunder Bay District,71.6,4,63,78.6
Colorectal,Both sexes,50 to 74,2014-18,3563.0,Timiskaming,78.8,7.4,59.7,89.6
Colorectal,Both sexes,50 to 74,2014-18,3565.0,Region of Waterloo,67.1,2.6,61.8,71.9
Colorectal,Both sexes,50 to 74,2014-18,3566.0,Wellington-Dufferin-Guelph,70.8,3.5,63.3,77
Colorectal,Both sexes,50 to 74,2014-18,3568.0,Windsor-Essex County,66,2.7,60.4,71
Colorectal,Both sexes,50 to 74,2014-18,3570.0,York Region,79.3,1.8,75.5,82.5
Colorectal,Both sexes,50 to 74,2014-18,3595.0,Toronto,71.1,1.2,68.7,73.4
Colorectal,Both sexes,50 to 74,2014-18,35.0,All Ontario,70.8,0.5,69.8,71.7
Colorectal,Males,50 to 74,2014-18,3526.0,Algoma,53.7,6.5,40.3,65.3
Colorectal,Males,50 to 74,2014-18,3527.0,Brant County,56.7,6.4,43.3,68
Colorectal,Males,50 to 74,2014-18,3530.0,Durham Region,69.5,3,63.1,75
Colorectal,Males,50 to 74,2014-18,3533.0,Grey-Bruce,64.1,4.9,53.7,72.7
Colorectal,Males,50 to 74,2014-18,3534.0,Haldimand-Norfolk,79.3,6.2,63.9,88.7
Colorectal,Males,50 to 74,2014-18,3535.0,Haliburton Kawartha Pine Ridge,64.8,4.8,54.6,73.3
Colorectal,Males,50 to 74,2014-18,3536.0,Halton Region,74.8,3.4,67.4,80.8
Colorectal,Males,50 to 74,2014-18,3537.0,Hamilton,68.3,3.1,61.7,73.9
Colorectal,Males,50 to 74,2014-18,3538.0,Hastings Prince Edward Counties,67.5,5.3,55.8,76.7
Colorectal,Males,50 to 74,2014-18,3539.0,Huron County,51.9,8,35.3,66.1
Colorectal,Males,50 to 74,2014-18,3540.0,Chatham-Kent,67.7,6.2,53.9,78.1
Colorectal,Males,50 to 74,2014-18,3541.0,Kingston Frontenac Lennox Addington,69.6,4.7,59.3,77.8
Colorectal,Males,50 to 74,2014-18,3542.0,Lambton,57.5,5.8,45.3,68
Colorectal,Males,50 to 74,2014-18,3543.0,Leeds Grenville and Lanark,67.9,4.6,58.1,75.9
Colorectal,Males,50 to 74,2014-18,3544.0,Middlesex-London,69.7,3.5,62.2,76
Colorectal,Males,50 to 74,2014-18,3546.0,Niagara Region,67.4,3.3,60.5,73.4
Colorectal,Males,50 to 74,2014-18,3547.0,North Bay Parry Sound,62.7,5.8,50.2,72.9
Colorectal,Males,50 to 74,2014-18,3549.0,Northwestern,70.3,7.2,53.6,82
Colorectal,Males,50 to 74,2014-18,3551.0,Ottawa,78.1,2.5,72.9,82.5
Colorectal,Males,50 to 74,2014-18,3575.0,Southwestern,71.8,4.6,61.6,79.7
Colorectal,Males,50 to 74,2014-18,3553.0,Peel,74.4,2.3,69.7,78.5
Colorectal,Males,50 to 74,2014-18,3554.0,Perth,64,8.9,44,78.4
Colorectal,Males,50 to 74,2014-18,3555.0,Peterborough,61.4,5.6,49.4,71.4
Colorectal,Males,50 to 74,2014-18,3556.0,Porcupine,70.1,7.8,51.9,82.5
Colorectal,Males,50 to 74,2014-18,3557.0,Renfrew County,65.2,6.7,50.3,76.7
Colorectal,Males,50 to 74,2014-18,3558.0,Eastern Ontario,70.1,4.2,60.9,77.5
Colorectal,Males,50 to 74,2014-18,3560.0,Simcoe Muskoka,74.1,2.9,67.8,79.3
Colorectal,Males,50 to 74,2014-18,3561.0,Sudbury,66,5.2,54.8,75.1
Colorectal,Males,50 to 74,2014-18,3562.0,Thunder Bay District,69.5,5.2,58.1,78.4
Colorectal,Males,50 to 74,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Colorectal,Males,50 to 74,2014-18,3565.0,Region of Waterloo,65.5,3.5,58.2,71.9
Colorectal,Males,50 to 74,2014-18,3566.0,Wellington-Dufferin-Guelph,68.9,4.7,58.6,77.2
Colorectal,Males,50 to 74,2014-18,3568.0,Windsor-Essex County,66.3,3.5,58.9,72.8
Colorectal,Males,50 to 74,2014-18,3570.0,York Region,78.2,2.4,73.2,82.4
Colorectal,Males,50 to 74,2014-18,3595.0,Toronto,70.3,1.6,67.1,73.4
Colorectal,Males,50 to 74,2014-18,35.0,All Ontario,70.2,0.7,68.9,71.4
Colorectal,Females,50 to 74,2014-18,3526.0,Algoma,74.7,5.7,61.5,83.9
Colorectal,Females,50 to 74,2014-18,3527.0,Brant County,75.4,7.5,57,86.8
Colorectal,Females,50 to 74,2014-18,3530.0,Durham Region,77.6,3.4,70.1,83.4
Colorectal,Females,50 to 74,2014-18,3533.0,Grey-Bruce,63.1,5.3,51.9,72.4
Colorectal,Females,50 to 74,2014-18,3534.0,Haldimand-Norfolk,79.8,7.2,60.9,90.3
Colorectal,Females,50 to 74,2014-18,3535.0,Haliburton Kawartha Pine Ridge,68.8,5.9,55.6,78.7
Colorectal,Females,50 to 74,2014-18,3536.0,Halton Region,69.4,4.3,60,77
Colorectal,Females,50 to 74,2014-18,3537.0,Hamilton,68.8,3.6,61.2,75.2
Colorectal,Females,50 to 74,2014-18,3538.0,Hastings Prince Edward Counties,60.4,5.8,48,70.7
Colorectal,Females,50 to 74,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Colorectal,Females,50 to 74,2014-18,3540.0,Chatham-Kent,74.7,7.4,56.8,86
Colorectal,Females,50 to 74,2014-18,3541.0,Kingston Frontenac Lennox Addington,60.5,6,47.7,71.1
Colorectal,Females,50 to 74,2014-18,3542.0,Lambton,64.2,7,48.8,76
Colorectal,Females,50 to 74,2014-18,3543.0,Leeds Grenville and Lanark,69.6,5.6,57.1,79.1
Colorectal,Females,50 to 74,2014-18,3544.0,Middlesex-London,63.8,4.1,55.1,71.2
Colorectal,Females,50 to 74,2014-18,3546.0,Niagara Region,70.5,3.7,62.5,77.1
Colorectal,Females,50 to 74,2014-18,3547.0,North Bay Parry Sound,57.1,6.8,42.8,69.1
Colorectal,Females,50 to 74,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Colorectal,Females,50 to 74,2014-18,3551.0,Ottawa,71.5,2.9,65.5,76.7
Colorectal,Females,50 to 74,2014-18,3575.0,Southwestern,71.5,5.8,58.4,81.1
Colorectal,Females,50 to 74,2014-18,3553.0,Peel,77,2.5,71.7,81.4
Colorectal,Females,50 to 74,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Colorectal,Females,50 to 74,2014-18,3555.0,Peterborough,71.3,5.9,57.9,81.1
Colorectal,Females,50 to 74,2014-18,3556.0,Porcupine,63.7,9.8,41.5,79.3
Colorectal,Females,50 to 74,2014-18,3557.0,Renfrew County,74.6,6.9,57.9,85.4
Colorectal,Females,50 to 74,2014-18,3558.0,Eastern Ontario,68,4.9,57.4,76.5
Colorectal,Females,50 to 74,2014-18,3560.0,Simcoe Muskoka,70.8,3.5,63.2,77.1
Colorectal,Females,50 to 74,2014-18,3561.0,Sudbury,78.4,5,66.5,86.5
Colorectal,Females,50 to 74,2014-18,3562.0,Thunder Bay District,75.1,6,60.9,84.8
Colorectal,Females,50 to 74,2014-18,3563.0,Timiskaming,84.9,10,51.2,96.1
Colorectal,Females,50 to 74,2014-18,3565.0,Region of Waterloo,69.1,3.9,60.8,76
Colorectal,Females,50 to 74,2014-18,3566.0,Wellington-Dufferin-Guelph,72.3,5.1,60.8,81
Colorectal,Females,50 to 74,2014-18,3568.0,Windsor-Essex County,65.6,4.2,56.7,73.1
Colorectal,Females,50 to 74,2014-18,3570.0,York Region,80.8,2.7,74.8,85.5
Colorectal,Females,50 to 74,2014-18,3595.0,Toronto,72.3,1.8,68.6,75.6
Colorectal,Females,50 to 74,2014-18,35.0,All Ontario,71.6,0.7,70.1,73
Esophagus,Both sexes,all ages (15 to 99),2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3530.0,Durham Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3536.0,Halton Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3537.0,Hamilton,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3544.0,Middlesex-London,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3551.0,Ottawa,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3553.0,Peel,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3560.0,Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3565.0,Region of Waterloo,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3568.0,Windsor-Essex County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3570.0,York Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,all ages (15 to 99),2014-18,3595.0,Toronto,20.8,2.8,15.6,26.6
Esophagus,Both sexes,all ages (15 to 99),2014-18,35.0,All Ontario,20.7,1.1,18.6,22.9
Esophagus,Males,all ages (15 to 99),2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3530.0,Durham Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3536.0,Halton Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3537.0,Hamilton,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3544.0,Middlesex-London,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3551.0,Ottawa,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3553.0,Peel,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3560.0,Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3565.0,Region of Waterloo,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3568.0,Windsor-Essex County,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3570.0,York Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,3595.0,Toronto,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,all ages (15 to 99),2014-18,35.0,All Ontario,21.1,1.3,18.7,23.6
Esophagus,Females,all ages (15 to 99),2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3530.0,Durham Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3536.0,Halton Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3537.0,Hamilton,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3544.0,Middlesex-London,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3551.0,Ottawa,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3553.0,Peel,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3560.0,Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3565.0,Region of Waterloo,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3568.0,Windsor-Essex County,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3570.0,York Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,3595.0,Toronto,suppressed,suppressed,suppressed,suppressed
Esophagus,Females,all ages (15 to 99),2014-18,35.0,All Ontario,18.7,2.7,13.7,24.2
Esophagus,Both sexes,15 to 29,2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3530.0,Durham Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3536.0,Halton Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3537.0,Hamilton,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3544.0,Middlesex-London,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3551.0,Ottawa,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3553.0,Peel,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3560.0,Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3561.0,Sudbury,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3562.0,Thunder Bay District,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3565.0,Region of Waterloo,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3566.0,Wellington-Dufferin-Guelph,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3568.0,Windsor-Essex County,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3570.0,York Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,3595.0,Toronto,suppressed,suppressed,suppressed,suppressed
Esophagus,Both sexes,15 to 29,2014-18,35.0,All Ontario,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3526.0,Algoma,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3527.0,Brant County,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3530.0,Durham Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3533.0,Grey-Bruce,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3534.0,Haldimand-Norfolk,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3535.0,Haliburton Kawartha Pine Ridge,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3536.0,Halton Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3537.0,Hamilton,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3538.0,Hastings Prince Edward Counties,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3540.0,Chatham-Kent,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3541.0,Kingston Frontenac Lennox Addington,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3542.0,Lambton,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3543.0,Leeds Grenville and Lanark,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3544.0,Middlesex-London,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3546.0,Niagara Region,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3547.0,North Bay Parry Sound,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3551.0,Ottawa,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3575.0,Southwestern,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3553.0,Peel,suppressed,suppressed,suppressed,suppressed
Esophagus,Males,15 to 29,2014-18,3554.0,Perth,suppressed,suppressed,suppressed,suppressed
